"PARTIDO","SIGLA","NR_PARTIDO","CNPJ","ESFERA","UF","MUNICIPIO","NR_BANCO","NR_AGENCIA","DV_AGENCIA","NR_CONTA","DV_CONTA","FONTE_RECURSO"
"PARTIDO NOVO","NOVO",30,"24251173000140","Municipal","SP","SÃO PAULO","001","1526","1","25617","x","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"24251173000140","Municipal","SP","SÃO PAULO","001","1526","1","25616","1","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"24251173000140","Municipal","SP","SÃO PAULO","001","1526","1","25615","3","Fundo Partidário"
"PATRIOTA","PATRI",51,"19615876000170","Municipal","SP","MOCOCA","104","0322",,"00300002562","9","Fundo Partidário"
"PATRIOTA","PATRI",51,"18287259000120","Municipal","SP","MAUÁ","001","6863","2","9872","8","Outros Recursos"
"PATRIOTA","PATRI",51,"19215400000142","Municipal","SP","VINHEDO","001","0994","6","32801","4","Outros Recursos"
"PATRIOTA","PATRI",51,"29163948000140","Municipal","SP","TERRA ROXA","001","2777","4","19378","X","Outros Recursos"
"PATRIOTA","PATRI",51,"29163948000140","Municipal","SP","TERRA ROXA","001","2777","4","19376","3","Fundo Partidário"
"PARTIDO COMUNISTA BRASILEIRO","PCB",21,"01292877000166","Municipal","SP","SÃO PAULO","001","3324","3","7827","1","Fundo Partidário"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"15018634000149","Municipal","SP","INDAIATUBA","104","2996","0","2041","5","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"06943709000107","Municipal","SP","SUMARÉ","001","3503",,"1111","5","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"06889328000197","Municipal","SP","BIRIGUI","001","0348","4","89450","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"04044114000194","Municipal","SP","SÃO PAULO","001","5933","1","6955","8","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"04044114000194","Municipal","SP","SÃO PAULO","001","5933","1","40112","9","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"04044114000194","Municipal","SP","SÃO PAULO","001","5933","1","242","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08839082000174","Municipal","SP","VINHEDO","001","0812","5","6718","0","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03869588000102","Municipal","SP","CABREÚVA","104","3601",,"777","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03869588000102","Municipal","SP","CABREÚVA","104","3601",,"936","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08546299000196","Municipal","SP","ITUPEVA","001","3166","6","44867","2","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03951889000180","Municipal","SP","JUNDIAÍ","001","3584","x","21607","0","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06341422000107","Municipal","SP","GUARATINGUETÁ","104","3475",,"00300001047","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03690756000106","Municipal","SP","NOVA ODESSA","001","1513","X","31541","9","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"06348701000100","Municipal","SP","CÂNDIDO MOTA","104","1190","0","902","6","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"23798504000102","Municipal","SP","RIBEIRÃO PRETO","001","3312","X","3131","3","Outros Recursos"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"25162610000112","Municipal","SP","CAMPINAS","104","1719",,"2084","9","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"01388171000100","Municipal","SP","SÃO PAULO","001","4054","1","283505","3","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"10646098000102","Municipal","SP","FRANCISCO MORATO","104","2951","0","1730","3","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"09385621000105","Municipal","SP","VINHEDO","001","6718","0","840","0","Outros Recursos"
"PODEMOS","PODE",19,"03865245000170","Municipal","SP","CAMPINAS","104","4907",,"003472","0","Outros Recursos"
"PODEMOS","PODE",19,"14621691000155","Municipal","SP","CACONDE","001","1691","8","7246","X","Outros Recursos"
"PODEMOS","PODE",19,"15533523000170","Municipal","SP","TAUBATÉ","001","6953","1","23946","1","Outros Recursos"
"PODEMOS","PODE",19,"16505779000137","Municipal","SP","PRAIA GRANDE","001","6961","2","25718","4","Outros Recursos"
"PROGRESSISTAS","PP",11,"03864995000127","Municipal","SP","CAMPINAS","001","4038","X","23527","X","Fundo Partidário"
"PROGRESSISTAS","PP",11,"03864995000127","Municipal","SP","CAMPINAS","001","4038","X","23528","8","Fundo Partidário"
"PROGRESSISTAS","PP",11,"03864995000127","Municipal","SP","CAMPINAS","001","4038","X","23525","3","Fundo Partidário"
"PROGRESSISTAS","PP",11,"03864995000127","Municipal","SP","CAMPINAS","001","4038","X","17570","6","Outros Recursos"
"PROGRESSISTAS","PP",11,"01409478000132","Municipal","SP","CACONDE","104","2082",,"208","6","Outros Recursos"
"PROGRESSISTAS","PP",11,"04013202000129","Municipal","SP","ARARAQUARA","001","6918","3","111111","6","Outros Recursos"
"PROGRESSISTAS","PP",11,"15692958000168","Municipal","SP","TEJUPÁ","237","075","2","3839","3","Outros Recursos"
"PROGRESSISTAS","PP",11,"06911744000144","Municipal","SP","VINHEDO","001","6718","0","6168","9","Outros Recursos"
"PROGRESSISTAS","PP",11,"01308076000141","Municipal","SP","INDAIATUBA","104","2996","0","1698","1","Outros Recursos"
"PROGRESSISTAS","PP",11,"03910274000106","Municipal","SP","SÃO PAULO","001","5933","1","40940","5","Outros Recursos"
"PROGRESSISTAS","PP",11,"03910274000106","Municipal","SP","SÃO PAULO","001","5933","1","40740","2","Fundo Partidário"
"PROGRESSISTAS","PP",11,"03910274000106","Municipal","SP","SÃO PAULO","041","11150",,"060189710","0","Fundo Partidário"
"PROGRESSISTAS","PP",11,"03910274000106","Municipal","SP","SÃO PAULO","041","11150",,"060186900","6","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03853659000189","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","5702","9","7334","2","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"04445817000124","Municipal","SP","TABOÃO DA SERRA","104","0357","3","33058","5","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03927513000130","Municipal","SP","VINHEDO","001","6718","0","6137","9","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"08315909000140","Municipal","SP","ITUPEVA","001","3166","6","43836","7","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03819167000177","Municipal","SP","INDAIATUBA","104","2996","0","1705","8","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"06343930000124","Municipal","SP","SÃO PAULO","001","6981","7","12306","4","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03932355000107","Municipal","SP","CAMPINAS","001","6851",,"399","9","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03884605000180","Municipal","SP","GUATAPARÁ","104","2135","5","00000889","4","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"08078763000167","Municipal","SP","DIVINOLÂNDIA","001","2026","5","11983","0","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"06343930000124","Municipal","SP","SÃO PAULO","341","9102",,"06036","6","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03739030000102","Municipal","SP","TAUBATÉ","001","6518","8","19429","8","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03739030000102","Municipal","SP","TAUBATÉ","001","6518","8","2225","X","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"04002238000107","Municipal","SP","JUNDIAÍ","001","3584","X","106790","7","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03785004000110","Municipal","SP","CAIEIRAS","104","2106",,"00300002307","4","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03929421000190","Municipal","SP","MANDURI","237","2070","2","10280","6","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03785004000110","Municipal","SP","CAIEIRAS","104","2106",,"00300002975","7","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08942290000102","Municipal","SP","SÃO PAULO","001","4054","1","288001","6","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08942290000102","Municipal","SP","SÃO PAULO","001","4054","1","288000","8","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"13359026000172","Municipal","SP","VINHEDO","001","994","6","25730","3","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"15814325000185","Municipal","SP","FRANCA","104","4237",,"00300000600","3","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"15793139000107","Municipal","SP","SUMARÉ","001","6977","9","48913","1","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09347051000169","Municipal","SP","CACONDE","104","2082",,"210","8","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09307087000119","Municipal","SP","GUARUJÁ","001","6687",,"9646","6","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09283816000144","Municipal","SP","LINS","104","0318","3","3943","1","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"09283816000144","Municipal","SP","LINS","104","0318","3","3942","3","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"01503493000145","Municipal","SP","SÃO JOSÉ DO RIO PRETO","104","0631",,"2527","0","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"01503493000145","Municipal","SP","SÃO JOSÉ DO RIO PRETO","104","0631",,"2992","6","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"01503493000145","Municipal","SP","SÃO JOSÉ DO RIO PRETO","104","0631",,"2988","8","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"09288842000165","Municipal","SP","SÃO JOSÉ DOS CAMPOS","033","0093",,"13006196","4","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09184139000107","Municipal","SP","CAMPINAS","001","4038","X","22247","X","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09184139000107","Municipal","SP","CAMPINAS","001","4038","X","20893","0","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09057249000108","Municipal","SP","PIRAJU","104","0333",,"2451","7","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"10195300000127","Municipal","SP","INDAIATUBA","104","2996","0","1708","2","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09160152000126","Municipal","SP","JUNDIAÍ","001","3584","X","50000","3","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"15707174000166","Municipal","SP","SÃO SEBASTIÃO","001","0715","3","44318","2","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09407854000161","Municipal","SP","SOROCABA","001","6511","0","28304","5","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09407854000161","Municipal","SP","SOROCABA","001","6511","0","3418","5","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09651201000123","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"3417","0","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09491043000191","Municipal","SP","VÁRZEA PAULISTA","104","2109","0","00001983","9","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08975598000146","Municipal","SP","SÃO JOSÉ DO RIO PRETO","001","7007","6","40300","8","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08975598000146","Municipal","SP","SÃO JOSÉ DO RIO PRETO","001","7007","6","40200","1","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08975598000146","Municipal","SP","SÃO JOSÉ DO RIO PRETO","001","7007","6","40190","0","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09051257000147","Municipal","SP","VOTUPORANGA","001","0268","2","49225","4","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09652554000148","Municipal","SP","LIMEIRA","001","0216","x","66099","x","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09644148000133","Municipal","SP","FRANCA","104","2322",,"00300004217","0","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09644148000133","Municipal","SP","FRANCA","104","2322",,"00300004226","0","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09644148000133","Municipal","SP","FRANCA","104","2322",,"00300004225","1","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09066506000178","Municipal","SP","SÃO PAULO","001","0018","3","91310","3","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09066506000178","Municipal","SP","SÃO PAULO","001","0018","3","90208","X","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09066506000178","Municipal","SP","SÃO PAULO","001","0018","3","77281","X","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09385655000108","Municipal","SP","VINHEDO","001","6718","0","833","8","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09093966000195","Municipal","SP","AMERICANA","104","3296","0","00001309","2","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"10195313000104","Municipal","SP","INDAIATUBA","104","2996","0","1742","2","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"10195313000104","Municipal","SP","INDAIATUBA","104","2996","0","1737","6","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09480417000173","Municipal","SP","TABOÃO DA SERRA","104","0357","0","00002928","5","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09649572000170","Municipal","SP","SUMARÉ","001","0990","3","117337","5","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09649572000170","Municipal","SP","SUMARÉ","001","4040","1","17337","1","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"13373142000146","Municipal","SP","BARRETOS","001","6621","4","10373","X","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09675063000112","Municipal","SP","CATANDUVA","001","0050","7","53369","6","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09343877000150","Municipal","SP","MOGI GUAÇU","104","0323",,"00300002900","0","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"22207069000123","Municipal","SP","CÂNDIDO MOTA","001","1729","9","15231","5","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09651201000123","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","0175","9","94613","3","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09651201000123","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","0175","9","94612","7","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09651201000123","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","0175","9","94610","9","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"19728912000102","Municipal","SP","SÃO PAULO","104","2873",,"0449","6","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"19728912000102","Municipal","SP","SÃO PAULO","104","2873",,"0447","0","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20956681000173","Municipal","SP","PRAIA GRANDE","104","2873",,"609","3","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20956681000173","Municipal","SP","PRAIA GRANDE","104","2873",,"607","3","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20956681000173","Municipal","SP","PRAIA GRANDE","104","2873",,"608","1","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"23215455000120","Municipal","SP","MAUÁ","104","0659","0","2970","8","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"23215455000120","Municipal","SP","MAUÁ","104","0659","0","2972","4","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"23215455000120","Municipal","SP","MAUÁ","104","0659","0","2969","4","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20138233000162","Municipal","SP","CAMPINAS","001","4038","X","21563","5","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"21460961000159","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","1634",,"6574","3","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"22792533000196","Municipal","SP","MOCOCA","104","0322",,"00300002549","1","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20148860000184","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","03","00002574","1","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20148860000184","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","03","00002603","9","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20148860000184","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","03","00002572","5","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"20148860000184","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","03","00002546","6","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"23884823000122","Municipal","SP","CACONDE","104","2082",,"321","0","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"22084848000189","Municipal","SP","INDAIATUBA","104","2996","0","1730","9","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"24413391000134","Municipal","SP","SEVERÍNIA","001","6911","6","11214","3","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"15724084000183","Municipal","SP","CACONDE","001","1691","8","7204","4","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"06332739000187","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351","3","2973","8","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"24990142000101","Municipal","SP","VALENTIM GENTIL","001","4355","9","14412","6","Outros Recursos"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"03905217000139","Municipal","SP","MAUÁ","104","2113","0","237","7","Outros Recursos"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"03905217000139","Municipal","SP","MAUÁ","104","2113","0","238","5","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"65042236000136","Municipal","SP","GUARATINGUETÁ","104","3475",,"1026","6","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01411090000176","Municipal","SP","BAURU","001","0037","X","71002","4","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01411090000176","Municipal","SP","BAURU","001","0037","X","71001","6","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01411090000176","Municipal","SP","BAURU","001","0037","X","40400","4","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03819781000139","Municipal","SP","CAIEIRAS","104","2106",,"0032957","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03819781000139","Municipal","SP","CAIEIRAS","104","2106",,"00300000040","6","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"04049123000178","Municipal","SP","VALINHOS","104","0363","8","4218","7","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"04049123000178","Municipal","SP","VALINHOS","104","0363","8","3688","8","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"04049123000178","Municipal","SP","VALINHOS","104","0363","8","3687","0","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"08182937000137","Municipal","SP","ITUPEVA","104","3476",,"00300001201","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01419255000156","Municipal","SP","CACONDE","104","2082",,"223","0","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03911519000110","Municipal","SP","ÓLEO","237","2070","2","10267","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03797562000104","Municipal","SP","INDAIATUBA","001","0929","6","52811","0","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"68017631000157","Municipal","SP","PRAIA GRANDE","001","6961","2","6574","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"68017631000157","Municipal","SP","PRAIA GRANDE","001","6961","2","26432","6","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"59645671000152","Municipal","SP","GUARULHOS","001","6761","X","43217","2","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"59645671000152","Municipal","SP","GUARULHOS","001","6761","X","1733","7","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03936467000136","Municipal","SP","SÃO SIMÃO","104","2092","0","0300000744","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01411090000176","Municipal","SP","BAURU","001","0037","0","0000000","0","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"57731242000172","Municipal","SP","SANTOS","104","0345",,"01300026204","6","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"57731242000172","Municipal","SP","SANTOS","104","0345",,"00300001707","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03630246000135","Municipal","SP","TABOÃO DA SERRA","001","2700","6","10057","9","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01268665000143","Municipal","SP","SUMARÉ","001","990","3","80709","5","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"05749466000108","Municipal","SP","CAMPINAS","033","0575",,"38000039","8","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"09010197000114","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"3724","2","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"14794157000140","Municipal","SP","SÃO JOSÉ DO RIO PRETO","001","6920","2","30409","3","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"03951593000160","Municipal","SP","SUMARÉ","104","961",,"1689","6","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"07987310000190","Municipal","SP","SERTÃOZINHO","001","6558","7","1765","5","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"06332815000154","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"3546","0","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"09431236000157","Municipal","SP","SÃO PAULO","001","5933","1","7216","8","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"09431236000157","Municipal","SP","SÃO PAULO","001","5933","1","40471","3","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"09431236000157","Municipal","SP","SÃO PAULO","001","5933","1","6878","0","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"09658985000111","Municipal","SP","TABOÃO DA SERRA","104","0357","0","0003064","0","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"06318572000108","Municipal","SP","CAMPO LIMPO PAULISTA","104","1189",,"00300002634","0","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"06318572000108","Municipal","SP","CAMPO LIMPO PAULISTA","104","1189",,"00300002613","8","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"09531466000198","Municipal","SP","TAMBAÚ","001","2706","5","10485","7","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"06332815000154","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","4824",,"15198","1","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15871729000100","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","2513","5","20154","5","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15871729000100","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","0175","9","93210","8","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14665397000145","Municipal","SP","SÃO PAULO","001","2962","9","18882","4","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14665397000145","Municipal","SP","SÃO PAULO","001","2962","9","22348","4","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14665397000145","Municipal","SP","SÃO PAULO","001","2962","9","18883","2","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15354431000123","Municipal","SP","INDAIATUBA","104","0897","0","3615","6","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15412843000172","Municipal","SP","SANTA CRUZ DAS PALMEIRAS","104","1198",,"1078","8","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15871729000100","Municipal","SP","SÃO JOSÉ DOS CAMPOS","237","3133","0","34783","3","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15674756000193","Municipal","SP","VINHEDO","104","1185","3","2380","3","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15564770000134","Municipal","SP","CAMPINAS","001","1890","2","552016","9","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15311803000134","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","3","2583","0","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15311803000134","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960","3","1446","4","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15522492000152","Municipal","SP","MENDONÇA","237","0710",,"8661","4","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15458205000192","Municipal","SP","CAMPOS NOVOS PAULISTA","001","6797","0","6996","5","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14665261000135","Municipal","SP","FERNANDÓPOLIS","104","0303",,"3687","2","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15288598000133","Municipal","SP","CERQUEIRA CÉSAR","237","159","7","6053","4","Outros Recursos"
